evidence_id	original_source	original_reference_build	original_chrom	original_start	original_end	mapped_reference_build	mapped_chrom	mapped_start	mapped_end	mapping_method	mapping_confidence	mapping_status	failure_reason	notes
KGE_00000207	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7450936	7453683	IRGSP-1.0 / GCF_001433935.1	1	7450936	7453683	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000208	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7495121	7498347	IRGSP-1.0 / GCF_001433935.1	1	7495121	7498347	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000209	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7571236	7576792	IRGSP-1.0 / GCF_001433935.1	1	7571236	7576792	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000210	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7578100	7582923	IRGSP-1.0 / GCF_001433935.1	1	7578100	7582923	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000211	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7686901	7693781	IRGSP-1.0 / GCF_001433935.1	1	7686901	7693781	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000212	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7718270	7722217	IRGSP-1.0 / GCF_001433935.1	1	7718270	7722217	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000213	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7739074	7742756	IRGSP-1.0 / GCF_001433935.1	1	7739074	7742756	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000214	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7817704	7818394	IRGSP-1.0 / GCF_001433935.1	1	7817704	7818394	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000215	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7903390	7904914	IRGSP-1.0 / GCF_001433935.1	1	7903390	7904914	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000216	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8191077	8192462	IRGSP-1.0 / GCF_001433935.1	1	8191077	8192462	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000217	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8196083	8197096	IRGSP-1.0 / GCF_001433935.1	1	8196083	8197096	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000218	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8291337	8296089	IRGSP-1.0 / GCF_001433935.1	1	8291337	8296089	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000219	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8329791	8333933	IRGSP-1.0 / GCF_001433935.1	1	8329791	8333933	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000220	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8334519	8338574	IRGSP-1.0 / GCF_001433935.1	1	8334519	8338574	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000221	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8379953	8380986	IRGSP-1.0 / GCF_001433935.1	1	8379953	8380986	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000222	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8382115	8387230	IRGSP-1.0 / GCF_001433935.1	1	8382115	8387230	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000223	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8413916	8418925	IRGSP-1.0 / GCF_001433935.1	1	8413916	8418925	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000224	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8420995	8430280	IRGSP-1.0 / GCF_001433935.1	1	8420995	8430280	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000225	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8475504	8479452	IRGSP-1.0 / GCF_001433935.1	1	8475504	8479452	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000226	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8560625	8569629	IRGSP-1.0 / GCF_001433935.1	1	8560625	8569629	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000227	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8570880	8574555	IRGSP-1.0 / GCF_001433935.1	1	8570880	8574555	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000228	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8586157	8586941	IRGSP-1.0 / GCF_001433935.1	1	8586157	8586941	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000229	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8593792	8599448	IRGSP-1.0 / GCF_001433935.1	1	8593792	8599448	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000230	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8627878	8629136	IRGSP-1.0 / GCF_001433935.1	1	8627878	8629136	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000231	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8657066	8658466	IRGSP-1.0 / GCF_001433935.1	1	8657066	8658466	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000232	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8659413	8664796	IRGSP-1.0 / GCF_001433935.1	1	8659413	8664796	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000233	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8718704	8720961	IRGSP-1.0 / GCF_001433935.1	1	8718704	8720961	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000234	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8747124	8755448	IRGSP-1.0 / GCF_001433935.1	1	8747124	8755448	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000235	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8759419	8763457	IRGSP-1.0 / GCF_001433935.1	1	8759419	8763457	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000236	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8767828	8773510	IRGSP-1.0 / GCF_001433935.1	1	8767828	8773510	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000237	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8792650	8797358	IRGSP-1.0 / GCF_001433935.1	1	8792650	8797358	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000238	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8885632	8892462	IRGSP-1.0 / GCF_001433935.1	1	8885632	8892462	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000239	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	8949337	8951088	IRGSP-1.0 / GCF_001433935.1	1	8949337	8951088	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000240	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9004101	9008221	IRGSP-1.0 / GCF_001433935.1	1	9004101	9008221	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000241	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9018144	9019762	IRGSP-1.0 / GCF_001433935.1	1	9018144	9019762	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000242	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9024970	9028874	IRGSP-1.0 / GCF_001433935.1	1	9024970	9028874	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000243	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9063968	9066786	IRGSP-1.0 / GCF_001433935.1	1	9063968	9066786	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000244	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9166370	9169867	IRGSP-1.0 / GCF_001433935.1	1	9166370	9169867	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000245	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9179218	9181984	IRGSP-1.0 / GCF_001433935.1	1	9179218	9181984	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000246	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9195546	9198962	IRGSP-1.0 / GCF_001433935.1	1	9195546	9198962	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000247	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9306089	9309845	IRGSP-1.0 / GCF_001433935.1	1	9306089	9309845	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000248	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9313655	9318659	IRGSP-1.0 / GCF_001433935.1	1	9313655	9318659	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000249	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9319015	9323339	IRGSP-1.0 / GCF_001433935.1	1	9319015	9323339	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000250	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9373756	9378200	IRGSP-1.0 / GCF_001433935.1	1	9373756	9378200	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000251	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9488825	9493964	IRGSP-1.0 / GCF_001433935.1	1	9488825	9493964	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000252	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9567528	9569192	IRGSP-1.0 / GCF_001433935.1	1	9567528	9569192	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000253	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9631356	9638881	IRGSP-1.0 / GCF_001433935.1	1	9631356	9638881	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000254	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9670760	9675834	IRGSP-1.0 / GCF_001433935.1	1	9670760	9675834	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000255	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9679828	9680883	IRGSP-1.0 / GCF_001433935.1	1	9679828	9680883	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000256	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9694494	9699817	IRGSP-1.0 / GCF_001433935.1	1	9694494	9699817	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000257	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9702793	9709686	IRGSP-1.0 / GCF_001433935.1	1	9702793	9709686	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000258	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9733832	9738224	IRGSP-1.0 / GCF_001433935.1	1	9733832	9738224	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000259	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9770015	9771037	IRGSP-1.0 / GCF_001433935.1	1	9770015	9771037	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000260	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9874379	9876678	IRGSP-1.0 / GCF_001433935.1	1	9874379	9876678	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000261	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9878413	9885462	IRGSP-1.0 / GCF_001433935.1	1	9878413	9885462	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000262	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9913390	9917265	IRGSP-1.0 / GCF_001433935.1	1	9913390	9917265	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000263	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9917593	9921565	IRGSP-1.0 / GCF_001433935.1	1	9917593	9921565	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000264	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9928971	9935981	IRGSP-1.0 / GCF_001433935.1	1	9928971	9935981	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000265	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	9967185	9969073	IRGSP-1.0 / GCF_001433935.1	1	9967185	9969073	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000266	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10099352	10102948	IRGSP-1.0 / GCF_001433935.1	1	10099352	10102948	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000267	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10167946	10168997	IRGSP-1.0 / GCF_001433935.1	1	10167946	10168997	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000268	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10217782	10219691	IRGSP-1.0 / GCF_001433935.1	1	10217782	10219691	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000269	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10271157	10274304	IRGSP-1.0 / GCF_001433935.1	1	10271157	10274304	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000270	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10291889	10295449	IRGSP-1.0 / GCF_001433935.1	1	10291889	10295449	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000271	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10470495	10479055	IRGSP-1.0 / GCF_001433935.1	1	10470495	10479055	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000272	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10472686	10473506	IRGSP-1.0 / GCF_001433935.1	1	10472686	10473506	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000273	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10496869	10500943	IRGSP-1.0 / GCF_001433935.1	1	10496869	10500943	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000274	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10509032	10513400	IRGSP-1.0 / GCF_001433935.1	1	10509032	10513400	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000275	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10561340	10565325	IRGSP-1.0 / GCF_001433935.1	1	10561340	10565325	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000276	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10622951	10627532	IRGSP-1.0 / GCF_001433935.1	1	10622951	10627532	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000277	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10643287	10644848	IRGSP-1.0 / GCF_001433935.1	1	10643287	10644848	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000278	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10657543	10660137	IRGSP-1.0 / GCF_001433935.1	1	10657543	10660137	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000279	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10664792	10666903	IRGSP-1.0 / GCF_001433935.1	1	10664792	10666903	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000280	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10822587	10827149	IRGSP-1.0 / GCF_001433935.1	1	10822587	10827149	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000281	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10830045	10831911	IRGSP-1.0 / GCF_001433935.1	1	10830045	10831911	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000282	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10891810	10893684	IRGSP-1.0 / GCF_001433935.1	1	10891810	10893684	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000283	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	10934895	10935992	IRGSP-1.0 / GCF_001433935.1	1	10934895	10935992	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000284	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11167043	11174451	IRGSP-1.0 / GCF_001433935.1	1	11167043	11174451	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000285	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11211855	11221413	IRGSP-1.0 / GCF_001433935.1	1	11211855	11221413	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000286	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11350507	11356863	IRGSP-1.0 / GCF_001433935.1	1	11350507	11356863	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000287	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11378620	11380071	IRGSP-1.0 / GCF_001433935.1	1	11378620	11380071	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000288	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11409812	11410381	IRGSP-1.0 / GCF_001433935.1	1	11409812	11410381	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000289	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11412154	11421047	IRGSP-1.0 / GCF_001433935.1	1	11412154	11421047	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000290	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11458956	11463442	IRGSP-1.0 / GCF_001433935.1	1	11458956	11463442	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000291	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11526651	11529893	IRGSP-1.0 / GCF_001433935.1	1	11526651	11529893	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000292	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11713650	11714674	IRGSP-1.0 / GCF_001433935.1	1	11713650	11714674	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000293	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11741335	11750757	IRGSP-1.0 / GCF_001433935.1	1	11741335	11750757	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000294	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11863682	11864412	IRGSP-1.0 / GCF_001433935.1	1	11863682	11864412	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000295	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11906864	11910915	IRGSP-1.0 / GCF_001433935.1	1	11906864	11910915	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000296	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	11958911	11964676	IRGSP-1.0 / GCF_001433935.1	1	11958911	11964676	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000297	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	12301586	12302556	IRGSP-1.0 / GCF_001433935.1	1	12301586	12302556	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000298	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	12344403	12350966	IRGSP-1.0 / GCF_001433935.1	1	12344403	12350966	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000299	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	12363841	12366314	IRGSP-1.0 / GCF_001433935.1	1	12363841	12366314	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000300	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	12745559	12747074	IRGSP-1.0 / GCF_001433935.1	1	12745559	12747074	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000301	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	12751903	12753388	IRGSP-1.0 / GCF_001433935.1	1	12751903	12753388	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000302	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	12875498	12885479	IRGSP-1.0 / GCF_001433935.1	1	12875498	12885479	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000303	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13142060	13144941	IRGSP-1.0 / GCF_001433935.1	1	13142060	13144941	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000304	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13211920	13218746	IRGSP-1.0 / GCF_001433935.1	1	13211920	13218746	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000305	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13272614	13282008	IRGSP-1.0 / GCF_001433935.1	1	13272614	13282008	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000306	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13286103	13288360	IRGSP-1.0 / GCF_001433935.1	1	13286103	13288360	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000307	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13560832	13566870	IRGSP-1.0 / GCF_001433935.1	1	13560832	13566870	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000308	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13570702	13573119	IRGSP-1.0 / GCF_001433935.1	1	13570702	13573119	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000309	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13788467	13789890	IRGSP-1.0 / GCF_001433935.1	1	13788467	13789890	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
