qtl_evidence_id	trait_id_or_name	trait_name_normalized	chrom	start	end	interval_length	source_database	source_record_id	evidence_type	coordinate_mapping_status	reference_build	linked_gene_id	linked_gene_symbol	allowed_usage	notes
QTL_QTARO_00000188	plant height	plant height	1	36697294	42364623	5667330	Q-TARO	188	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Fh1-2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000189	gametophytic reproductive barrier	gametophytic reproductive barrier	3	13279321	13284073	4753	Q-TARO	189	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000190	soluble protein content at 5days after heading	soluble protein content at 5days after heading	8	27115743	27120160	4418	Q-TARO	190	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000191	soluble protein content at 25days after heading	soluble protein content at 25days after heading	4	25273817	25274481	665	Q-TARO	191	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000192	Rubisco protein content at 5days after heading	rubisco protein content at 5days after heading	8	19395396	24277473	4882078	Q-TARO	192	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000193	Rubisco protein content at 25days after heading	rubisco protein content at 25days after heading	2	534963	538203	3241	Q-TARO	193	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000194	the ratio of Rubisco to total leaf N content at 5days after heading	the ratio of rubisco to total leaf n content at 5days after heading	5	238143	3285751	3047609	Q-TARO	194	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	CORN5	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000195	Na+ uptake	na uptake	1	4635793	27950354	23314562	Q-TARO	195	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000196	K+1 concentration	k 1 concentration	1	4635793	25629404	20993612	Q-TARO	196	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000197	Na+:K+1 ratio	na k 1 ratio	1	4635793	27950354	23314562	Q-TARO	197	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000198	grains/plant	grains plant	3	31082622	37254205	6171584	Q-TARO	198	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000199	1000-grain weight	1000 grain weight	1	25236559	29382447	4145889	Q-TARO	199	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000200	bacterial blight resistance	bacterial blight resistance	8	26646849	26650161	3313	Q-TARO	200	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	xa5	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000201	spikelets per panicle	spikelets per panicle	1	4795155	5759851	964697	Q-TARO	201	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	sp1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000202	grains per panicle	grains per panicle	1	5759741	7445899	1686159	Q-TARO	202	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gp1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000203	seed setting	seed setting	2	32389877	35545232	3155356	Q-TARO	203	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	ss2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000204	panicle length	panicle length	9	20600863	21314308	713446	Q-TARO	204	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	pl9	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000205	density	density	1	4795155	5759851	964697	Q-TARO	205	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	dn1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000206	number of filled grains per panicle	number of filled grains per panicle	1	5759741	39646396	33886656	Q-TARO	206	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000207	number of panicle	number of panicle	6	27288493	29906021	2617529	Q-TARO	207	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000208	total number of spikelets per panicle	total number of spikelets per panicle	6	3459492	6023472	2563981	Q-TARO	208	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000209	spikelet fertility	spikelet fertility	6	3459492	6023472	2563981	Q-TARO	209	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000210	Grain yield	grain yield	6	3459492	6023472	2563981	Q-TARO	210	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000211	1000-grain weight	1000 grain weight	10	19738642	22303661	2565020	Q-TARO	211	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000212	alternative oxidase	alternative oxidase	4	29737978	33358474	3620497	Q-TARO	212	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	OsAOX1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000213	Gametophytic reproductive barriers	gametophytic reproductive barriers	10	10558704	10561460	2757	Q-TARO	213	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000214	Yield(1998)	yield 1998	1	36226902	39470731	3243830	Q-TARO	214	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	yd1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000215	Tillers/plant(1998)	tillers plant 1998	5	27486247	28855659	1369413	Q-TARO	215	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	tp5b	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000216	Tillers/plant(1999)	tillers plant 1999	2	36028513	36262401	233889	Q-TARO	216	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	tp2b	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000217	Grains/panicle(1998)	grains panicle 1998	6	6927624	20691040	13763417	Q-TARO	217	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gp6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000218	Grains/panicle(1999)	grains panicle 1999	1	4795155	5759851	964697	Q-TARO	218	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gp1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000219	Grain weight(1999)	grain weight 1999	1	4795155	5759851	964697	Q-TARO	219	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gw1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000220	plant regeneration ability in anther culture	plant regeneration ability in anther culture	10	16326502	16330772	4271	Q-TARO	220	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000221	stress root length	stress root length	9	20828464	21314308	485845	Q-TARO	221	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qALSRL-9	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000222	root length ratio	root length ratio	8	5326640	17528755	12202116	Q-TARO	222	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qALRR-8	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000223	carbon isotope discrimination(Δ 13C) in IRRI 1996	carbon isotope discrimination 13c in irri 1996	3	27494415	31496678	4002264	Q-TARO	223	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000224	disease severity index at URRC	disease severity index at urrc	3	23887818	28859103	4971286	Q-TARO	224	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000225	Neck blast incidence at Kampangsaen (1998)	neck blast incidence at kampangsaen 1998	6	8054255	9537572	1483318	Q-TARO	225	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000226	Neck blast incidence against the THL84	neck blast incidence against the thl84	6	8054255	9537572	1483318	Q-TARO	226	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000227	Leaf blast incidence against the THL84	leaf blast incidence against the thl84	6	6822037	8066362	1244326	Q-TARO	227	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000228	Yield(1998)	yield 1998	1	36226902	41822222	5595321	Q-TARO	228	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	yd1b	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000229	Grains per panicle(1998)	grains per panicle 1998	1	4795155	5759851	964697	Q-TARO	229	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gn1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000230	brown planthopper	brown planthopper	1	9701778	10543644	841867	Q-TARO	230	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	QBphr1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000231	NADH-GOGAT protein	nadh gogat protein	2	35125790	35128892	3103	Q-TARO	231	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000232	GS1 protein	gs1 protein	11	28353580	28355835	2256	Q-TARO	232	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000233	spotted leaf	spotted leaf	12	23610707	23758251	147545	Q-TARO	233	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	spl11	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000234	grain yield per plant	grain yield per plant	6	3168374	3459750	291377	Q-TARO	234	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qGYD-6-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000235	number of panicles per plant	number of panicles per plant	6	4212289	4899565	687277	Q-TARO	235	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qNP-6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000236	number of filled grains per panicle	number of filled grains per panicle	7	19502607	20434662	932056	Q-TARO	236	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qNFGP-7-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000237	total number of spikelets per panicle	total number of spikelets per panicle	1	4635793	5759851	1124059	Q-TARO	237	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qTNSP-1-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000238	spikelet fertility	spikelet fertility	1	36697294	39534042	2836749	Q-TARO	238	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qSF-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000239	1000-grain weight	1000 grain weight	10	22304140	22770151	466012	Q-TARO	239	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qTGWT-10	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000240	grain breadth	grain breadth	6	3416533	3416728	196	Q-TARO	240	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qGB	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000241	cooked grain breadth	cooked grain breadth	12	3185432	3185629	198	Q-TARO	241	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qCGB	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000242	Leaf bronzing index	leaf bronzing index	1	5793810	7481804	1687995	Q-TARO	242	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000243	Stem dry weight	stem dry weight	1	5793810	7481804	1687995	Q-TARO	243	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000244	Tiller number	tiller number	1	5793810	7481804	1687995	Q-TARO	244	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000245	Root dry weight	root dry weight	1	5793810	7481804	1687995	Q-TARO	245	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000246	length of the heading period	length of the heading period	7	4606397	16264722	11658326	Q-TARO	246	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qah7	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000247	average panicle length per plant	average panicle length per plant	2	34831427	35173313	341887	Q-TARO	247	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000248	average primary branch number per panicle per plant	average primary branch number per panicle per plant	4	32246485	34252531	2006047	Q-TARO	248	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000249	grain length	grain length	3	10000519	12208434	2207916	Q-TARO	249	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000250	grain breadth	grain breadth	3	9880148	10000636	120489	Q-TARO	250	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000251	grain shape	grain shape	3	10000519	12208434	2207916	Q-TARO	251	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000252	control root elongation	control root elongation	8	16626364	19399182	2772819	Q-TARO	252	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qCRE-8	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000253	relative root elongation	relative root elongation	10	5167605	7599729	2432125	Q-TARO	253	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qRRE-10	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000254	number of vascular bundles	number of vascular bundles	1	22256683	24776333	2519651	Q-TARO	254	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qVB-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000255	Maximum root length	maximum root length	9	21313734	23027968	1714235	Q-TARO	255	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000256	Root thickness	root thickness	4	30445455	31356186	910732	Q-TARO	256	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000257	Root weight in the 30-60 cm laye	root weight in the 30 60 cm laye	4	6571336	11290874	4719539	Q-TARO	257	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000258	Root weight in the 60-90 cm layer	root weight in the 60 90 cm layer	4	17889105	20281368	2392264	Q-TARO	258	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000259	Deep root weight	deep root weight	4	11283287	17888842	6605556	Q-TARO	259	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000260	Deep root weight per unit shoot weight	deep root weight per unit shoot weight	4	6571336	11290874	4719539	Q-TARO	260	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000261	Deep root weight per tiller 	deep root weight per tiller	2	18269869	20729299	2459431	Q-TARO	261	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000262	Deep root weight per tiller	deep root weight per tiller	4	11283287	17888842	6605556	Q-TARO	262	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000263	Plant height	plant height	3	5210684	5584862	374179	Q-TARO	263	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000264	Tiller number	tiller number	1	41444285	42364623	920339	Q-TARO	264	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000265	Shoot dry weight	shoot dry weight	9	9783058	12413337	2630280	Q-TARO	265	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000266	restoring factor	restoring factor	1	5759741	5759851	111	Q-TARO	266	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Rf3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000267	total number of leaves	total number of leaves	3	4072902	6784194	2711293	Q-TARO	267	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qTNL-3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000268	days to emergence of flag-leaf	days to emergence of flag leaf	3	1423343	4098191	2674849	Q-TARO	268	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qDEF-3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000269	leaf emergence rate	leaf emergence rate	2	5357310	9018568	3661259	Q-TARO	269	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qLER-2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000270	Rice fat content	rice fat content	5	23597602	28841123	5243522	Q-TARO	270	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qRFC-5	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000271	Plant height	plant height	1	36697294	42364623	5667330	Q-TARO	271	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qPHT-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000272	Flowering duration	flowering duration	3	1429107	3509693	2080587	Q-TARO	272	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qFDN-3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000273	Panicle length	panicle length	1	36697294	42364623	5667330	Q-TARO	273	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qPL-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000274	Panicle exsertion	panicle exsertion	4	8667374	13693920	5026547	Q-TARO	274	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qPEN-4	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000275	Number of panicles	number of panicles	1	36697294	42364623	5667330	Q-TARO	275	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qNOP-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000276	Fertility	fertility	4	20281518	21649520	1368003	Q-TARO	276	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qFRP-4	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000277	Thousand grain weight	thousand grain weight	1	42496228	43337260	841033	Q-TARO	277	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qTGW-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000278	Harvest index	harvest index	1	42496228	43337260	841033	Q-TARO	278	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qHID-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000279	Plant height 	plant height	3	29555852	29580503	24652	Q-TARO	279	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qPHT3-2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000280	Plant height	plant height	1	36697294	42364623	5667330	Q-TARO	280	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	sd1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000281	No. of tillers	no of tillers	4	17889105	20281368	2392264	Q-TARO	281	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qNOT4-2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000282	Root volume	root volume	3	464682	1429520	964839	Q-TARO	282	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qRTV3-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
