split_block_id	block_type	chrom	block_start	block_end	block_length	member_unit_ids	n_units	traits	genes	evidence_sources	decoy_pair_ids	block_rule	leakage_risk_level	notes	split_version
BLK_ACC_ACC_0789	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0789	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0790	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0790	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0791	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0791	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0792	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0792	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0793	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0793	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0794	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0794	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0795	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0795	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0796	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0796	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0797	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0797	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0798	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0798	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0799	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0799	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0800	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0800	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0801	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0801	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0802	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0802	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0803	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0803	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0804	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0804	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0805	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0805	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0806	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0806	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0807	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0807	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0808	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0808	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0809	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0809	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0810	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0810	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0811	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0811	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0812	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0812	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0813	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0813	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0814	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0814	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0815	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0815	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0816	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0816	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0817	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0817	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0818	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0818	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0819	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0819	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0820	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0820	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0821	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0821	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0822	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0822	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0823	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0823	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0824	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0824	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0825	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0825	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0826	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0826	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0827	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0827	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0828	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0828	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0829	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0829	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0830	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0830	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0831	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0831	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0832	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0832	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0833	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0833	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0834	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0834	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0835	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0835	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0836	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0836	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0837	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0837	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0838	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0838	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0839	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0839	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0840	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0840	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0841	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0841	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0842	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0842	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0843	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0843	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0844	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0844	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0845	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0845	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0846	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0846	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0847	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0847	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0848	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0848	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0849	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0849	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0850	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0850	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0851	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0851	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0852	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0852	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0853	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0853	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0854	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0854	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0855	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0855	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0856	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0856	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0857	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0857	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0858	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0858	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0859	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0859	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0860	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0860	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0861	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0861	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0862	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0862	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0863	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0863	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0864	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0864	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0865	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0865	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0866	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0866	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0867	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0867	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0868	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0868	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0869	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0869	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0870	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0870	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0871	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0871	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0872	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0872	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0873	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0873	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0874	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0874	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0875	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0875	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0876	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0876	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0877	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0877	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0878	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0878	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0879	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0879	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0880	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0880	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0881	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0881	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0882	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0882	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0883	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0883	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0884	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0884	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0885	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0885	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0886	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0886	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0887	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0887	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0888	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0888	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0889	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0889	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0890	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0890	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0891	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0891	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0892	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0892	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0893	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0893	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0894	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0894	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0895	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0895	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0896	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0896	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0897	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0897	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0898	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0898	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0899	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0899	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0900	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0900	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0901	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0901	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0902	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0902	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0903	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0903	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0904	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0904	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
