assignment_id	split_version	random_seed	split_unit_id	split_block_id	split_unit_type	assigned_split	assigned_role	trait_id	object_type	chrom	start	end	assignment_rule	prototype_locked_not_final	notes
ASN_000000202	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0758	BLK_ACC_ACC_0758	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000203	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0759	BLK_ACC_ACC_0759	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000204	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0760	BLK_ACC_ACC_0760	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000205	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0761	BLK_ACC_ACC_0761	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000206	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0762	BLK_ACC_ACC_0762	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000207	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0763	BLK_ACC_ACC_0763	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000208	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0764	BLK_ACC_ACC_0764	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000209	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0765	BLK_ACC_ACC_0765	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000210	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0766	BLK_ACC_ACC_0766	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000211	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0767	BLK_ACC_ACC_0767	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000212	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0768	BLK_ACC_ACC_0768	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000213	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0769	BLK_ACC_ACC_0769	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000214	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0770	BLK_ACC_ACC_0770	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000215	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0771	BLK_ACC_ACC_0771	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000216	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0772	BLK_ACC_ACC_0772	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000217	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0773	BLK_ACC_ACC_0773	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000218	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0774	BLK_ACC_ACC_0774	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000219	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0775	BLK_ACC_ACC_0775	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000220	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0776	BLK_ACC_ACC_0776	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000221	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0777	BLK_ACC_ACC_0777	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000222	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0778	BLK_ACC_ACC_0778	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000223	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0779	BLK_ACC_ACC_0779	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000224	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0780	BLK_ACC_ACC_0780	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000225	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0781	BLK_ACC_ACC_0781	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000226	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0782	BLK_ACC_ACC_0782	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000227	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0783	BLK_ACC_ACC_0783	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000228	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0784	BLK_ACC_ACC_0784	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000229	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0785	BLK_ACC_ACC_0785	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000230	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0786	BLK_ACC_ACC_0786	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000231	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0787	BLK_ACC_ACC_0787	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000232	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0788	BLK_ACC_ACC_0788	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000233	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0789	BLK_ACC_ACC_0789	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000234	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0790	BLK_ACC_ACC_0790	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000235	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0791	BLK_ACC_ACC_0791	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000236	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0792	BLK_ACC_ACC_0792	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000237	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0793	BLK_ACC_ACC_0793	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000238	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0794	BLK_ACC_ACC_0794	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000239	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0795	BLK_ACC_ACC_0795	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000240	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0796	BLK_ACC_ACC_0796	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000241	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0797	BLK_ACC_ACC_0797	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000242	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0798	BLK_ACC_ACC_0798	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000243	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0799	BLK_ACC_ACC_0799	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000244	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0800	BLK_ACC_ACC_0800	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000245	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0801	BLK_ACC_ACC_0801	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000246	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0802	BLK_ACC_ACC_0802	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000247	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0803	BLK_ACC_ACC_0803	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000248	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0804	BLK_ACC_ACC_0804	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000249	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0805	BLK_ACC_ACC_0805	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000250	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0806	BLK_ACC_ACC_0806	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000251	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0807	BLK_ACC_ACC_0807	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000252	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0808	BLK_ACC_ACC_0808	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000253	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0809	BLK_ACC_ACC_0809	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000254	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0810	BLK_ACC_ACC_0810	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000255	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0811	BLK_ACC_ACC_0811	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000256	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0812	BLK_ACC_ACC_0812	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000257	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0813	BLK_ACC_ACC_0813	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000258	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0814	BLK_ACC_ACC_0814	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000259	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0815	BLK_ACC_ACC_0815	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000260	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0816	BLK_ACC_ACC_0816	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000261	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0817	BLK_ACC_ACC_0817	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000262	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0818	BLK_ACC_ACC_0818	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000263	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0819	BLK_ACC_ACC_0819	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000264	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0820	BLK_ACC_ACC_0820	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000265	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0821	BLK_ACC_ACC_0821	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000266	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0822	BLK_ACC_ACC_0822	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000267	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0823	BLK_ACC_ACC_0823	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000268	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0824	BLK_ACC_ACC_0824	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000269	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0825	BLK_ACC_ACC_0825	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000270	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0826	BLK_ACC_ACC_0826	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000271	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0827	BLK_ACC_ACC_0827	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000272	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0828	BLK_ACC_ACC_0828	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000273	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0829	BLK_ACC_ACC_0829	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000274	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0830	BLK_ACC_ACC_0830	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000275	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0831	BLK_ACC_ACC_0831	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000276	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0832	BLK_ACC_ACC_0832	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000277	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0833	BLK_ACC_ACC_0833	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000278	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0834	BLK_ACC_ACC_0834	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000279	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0835	BLK_ACC_ACC_0835	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000280	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0836	BLK_ACC_ACC_0836	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000281	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0837	BLK_ACC_ACC_0837	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000282	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0838	BLK_ACC_ACC_0838	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000283	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0839	BLK_ACC_ACC_0839	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000284	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0840	BLK_ACC_ACC_0840	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000285	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0841	BLK_ACC_ACC_0841	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000286	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0842	BLK_ACC_ACC_0842	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000287	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0843	BLK_ACC_ACC_0843	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000288	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0844	BLK_ACC_ACC_0844	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000289	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0845	BLK_ACC_ACC_0845	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000290	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0846	BLK_ACC_ACC_0846	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000291	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0847	BLK_ACC_ACC_0847	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000292	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0848	BLK_ACC_ACC_0848	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000293	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0849	BLK_ACC_ACC_0849	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000294	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0850	BLK_ACC_ACC_0850	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000295	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0851	BLK_ACC_ACC_0851	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000296	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0852	BLK_ACC_ACC_0852	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000297	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0853	BLK_ACC_ACC_0853	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000298	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0854	BLK_ACC_ACC_0854	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000299	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0855	BLK_ACC_ACC_0855	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000300	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0856	BLK_ACC_ACC_0856	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000301	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0857	BLK_ACC_ACC_0857	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000302	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0858	BLK_ACC_ACC_0858	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
