evaluator_decoy_id	evaluator_object_id	object_id	decoy_pair_id	decoy_object_id	trait_id	object_type	assigned_split	decoy_assignment_status	match_rank	match_score	matching_level	relaxation_level	matched_fields	unavailable_fields	notes	scaffold_version
EDEC_000000235	EOBJ_00000047	OBJ_GENE_00000316	DP_000000235	GENE_BG_Os01g0355250	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.784969	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000236	EOBJ_00000048	OBJ_GENE_00000317	DP_000000236	GENE_BG_Os01g0356951	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	1	0.854052	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000237	EOBJ_00000048	OBJ_GENE_00000317	DP_000000237	GENE_BG_Os01g0357100	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	2	0.816794	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000238	EOBJ_00000048	OBJ_GENE_00000317	DP_000000238	GENE_BG_Os01g0356400	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	3	0.790631	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000239	EOBJ_00000048	OBJ_GENE_00000317	DP_000000239	GENE_BG_Os01g0355500	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	4	0.788001	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000240	EOBJ_00000048	OBJ_GENE_00000317	DP_000000240	GENE_BG_Os01g0355250	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.78484	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000241	EOBJ_00000049	OBJ_GENE_00000319	DP_000000241	GENE_BG_Os01g0357100	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	1	0.961755	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000242	EOBJ_00000049	OBJ_GENE_00000319	DP_000000242	GENE_BG_Os01g0356900	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	2	0.953438	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000243	EOBJ_00000049	OBJ_GENE_00000319	DP_000000243	GENE_BG_Os01g0357400	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	3	0.913603	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000244	EOBJ_00000049	OBJ_GENE_00000319	DP_000000244	GENE_BG_Os01g0356800	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	4	0.912908	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000245	EOBJ_00000049	OBJ_GENE_00000319	DP_000000245	GENE_BG_Os01g0357900	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.910414	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000246	EOBJ_00000050	OBJ_GENE_00000346	DP_000000246	GENE_BG_Os01g0510600	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	1	0.875354	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000247	EOBJ_00000050	OBJ_GENE_00000346	DP_000000247	GENE_BG_Os01g0511600	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	2	0.86398	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000248	EOBJ_00000050	OBJ_GENE_00000346	DP_000000248	GENE_BG_Os01g0511100	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	3	0.82337	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000249	EOBJ_00000050	OBJ_GENE_00000346	DP_000000249	GENE_BG_Os01g0509900	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	4	0.799708	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000250	EOBJ_00000050	OBJ_GENE_00000346	DP_000000250	GENE_BG_Os01g0510500	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.794495	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000251	EOBJ_00000051	OBJ_GENE_00000355	DP_000000251	GENE_BG_Os01g0517800	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	1	0.869615	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000252	EOBJ_00000051	OBJ_GENE_00000355	DP_000000252	GENE_BG_Os01g0517500	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	2	0.867384	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000253	EOBJ_00000051	OBJ_GENE_00000355	DP_000000253	GENE_BG_Os01g0518651	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	3	0.79301	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000254	EOBJ_00000051	OBJ_GENE_00000355	DP_000000254	GENE_BG_Os01g0518300	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	4	0.791927	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000255	EOBJ_00000051	OBJ_GENE_00000355	DP_000000255	GENE_BG_Os01g0518000	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.78973	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000256	EOBJ_00000052	OBJ_GENE_00000359	DP_000000256	GENE_BG_Os01g0524500	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	1	0.954248	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000257	EOBJ_00000052	OBJ_GENE_00000359	DP_000000257	GENE_BG_Os01g0523100	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	2	0.89364	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000258	EOBJ_00000052	OBJ_GENE_00000359	DP_000000258	GENE_BG_LOC112939272	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	3	0.876555	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000259	EOBJ_00000052	OBJ_GENE_00000359	DP_000000259	GENE_BG_LOC_Os01g34010	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	4	0.876552	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000260	EOBJ_00000052	OBJ_GENE_00000359	DP_000000260	GENE_BG_Os01g0524251	data_lt_2007__spkf	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.876487	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000261	EOBJ_00000053	OBJ_GENE_00000366	DP_000000261	GENE_BG_Os01g0541900	data_lt_2007__lsen	gene	source_disjoint_or_temporal	follows_evidence_split	1	0.940378	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000262	EOBJ_00000053	OBJ_GENE_00000366	DP_000000262	GENE_BG_Os01g0542000	data_lt_2007__lsen	gene	source_disjoint_or_temporal	follows_evidence_split	2	0.939189	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000263	EOBJ_00000053	OBJ_GENE_00000366	DP_000000263	GENE_BG_Os01g0542700	data_lt_2007__lsen	gene	source_disjoint_or_temporal	follows_evidence_split	3	0.92777	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000264	EOBJ_00000053	OBJ_GENE_00000366	DP_000000264	GENE_BG_Os01g0543100	data_lt_2007__lsen	gene	source_disjoint_or_temporal	follows_evidence_split	4	0.923559	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000265	EOBJ_00000053	OBJ_GENE_00000366	DP_000000265	GENE_BG_LOC4326868	data_lt_2007__lsen	gene	source_disjoint_or_temporal	follows_evidence_split	5	0.895299	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000266	EOBJ_00000054	OBJ_GENE_00000373	DP_000000266	GENE_BG_Os01g0549700	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.908077	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000267	EOBJ_00000054	OBJ_GENE_00000373	DP_000000267	GENE_BG_Os01g0550000	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.90181	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000268	EOBJ_00000054	OBJ_GENE_00000373	DP_000000268	GENE_BG_Os01g0550100	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.898534	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000269	EOBJ_00000054	OBJ_GENE_00000373	DP_000000269	GENE_BG_Os01g0547600	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.89652	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000270	EOBJ_00000054	OBJ_GENE_00000373	DP_000000270	GENE_BG_Os01g0549300	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.831179	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000271	EOBJ_00000055	OBJ_GENE_00000374	DP_000000271	GENE_BG_Os01g0549700	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.908082	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000272	EOBJ_00000055	OBJ_GENE_00000374	DP_000000272	GENE_BG_Os01g0550000	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.901814	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000273	EOBJ_00000055	OBJ_GENE_00000374	DP_000000273	GENE_BG_Os01g0550100	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.898539	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000274	EOBJ_00000055	OBJ_GENE_00000374	DP_000000274	GENE_BG_Os01g0547600	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.896516	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000275	EOBJ_00000055	OBJ_GENE_00000374	DP_000000275	GENE_BG_Os01g0549300	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.831184	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000276	EOBJ_00000056	OBJ_GENE_00000390	DP_000000276	GENE_BG_Os01g0567600	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.916853	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000277	EOBJ_00000056	OBJ_GENE_00000390	DP_000000277	GENE_BG_Os01g0568800	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.903277	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000278	EOBJ_00000056	OBJ_GENE_00000390	DP_000000278	GENE_BG_Os01g0566100	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.899783	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000279	EOBJ_00000056	OBJ_GENE_00000390	DP_000000279	GENE_BG_Os01g0566900	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.83245	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000280	EOBJ_00000056	OBJ_GENE_00000390	DP_000000280	GENE_BG_Os01g0566800	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.829709	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000281	EOBJ_00000057	OBJ_GENE_00000397	DP_000000281	GENE_BG_Os01g0575500	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.981535	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000282	EOBJ_00000057	OBJ_GENE_00000397	DP_000000282	GENE_BG_Os01g0574500	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.916599	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000283	EOBJ_00000057	OBJ_GENE_00000397	DP_000000283	GENE_BG_Os01g0574400	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.91565	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000284	EOBJ_00000057	OBJ_GENE_00000397	DP_000000284	GENE_BG_Os01g0574800	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.914277	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000285	EOBJ_00000057	OBJ_GENE_00000397	DP_000000285	GENE_BG_LOC_Os01g39220	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.912569	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000286	EOBJ_00000058	OBJ_GENE_00000406	DP_000000286	GENE_BG_Os01g0578700	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.8944	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000287	EOBJ_00000058	OBJ_GENE_00000406	DP_000000287	GENE_BG_Os01g0578000	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.854207	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000288	EOBJ_00000058	OBJ_GENE_00000406	DP_000000288	GENE_BG_Os01g0577300	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.845952	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000289	EOBJ_00000058	OBJ_GENE_00000406	DP_000000289	GENE_BG_Os01g0580500	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.837804	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000290	EOBJ_00000058	OBJ_GENE_00000406	DP_000000290	GENE_BG_Os01g0576100	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.830252	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000291	EOBJ_00000059	OBJ_GENE_00000407	DP_000000291	GENE_BG_Os01g0578500	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.88294	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
