object_id	object_type	trait_id	trait_name	evidence_id	evidence_source	evidence_source_type	evidence_level	support_level	allowed_usage	chrom	start	end	object_length	gene_id	gene_symbol	variant_id	window_id	source_database	source_record_id	mapping_status	coordinate_confidence	exact_frozen_trait_mapping	manual_review_required	in_main_evaluation_candidate_pool	exclusion_reason	notes	pipeline_version
OBJ_GENE_00000249	gene	data_lt_2007__cult_code_repro;data_lt_2007__llt_code;data_lt_2007__spkf	CULT_CODE_REPRO;LLT_CODE;SPKF	KGE_00000249	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9319015	9323339	4325	Os01g0269900	ARP6, OsARP6	NA	NA	RAP-DB_curated_genes	Os01g0269900	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000250	gene	NA	unspecified_trait	KGE_00000250	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9373756	9378200	4445	Os01g0271200	ERS2, OsGluRS, OsERS2	NA	NA	RAP-DB_curated_genes	Os01g0271200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000251	gene	NA	TO:0000266 - chalky endosperm;TO:0000653 - seed development trait;TO:0002672 - auxin content	KGE_00000251	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9488825	9493964	5140	Os01g0273800	YUCCA9, OsYUC9, YUC9, OsYUCCA9	NA	NA	RAP-DB_curated_genes	Os01g0273800	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000252	gene	data_lt_2007__spkf	SPKF	KGE_00000252	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9567528	9569192	1665	Os01g0274800	CSA, csa, OsCSA, MYB2-5, OsMYB2-5	NA	NA	RAP-DB_curated_genes	Os01g0274800	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000253	gene	NA	TO:0002676 - brassinosteroid content;TO:0002675 - gibberellic acid content	KGE_00000253	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9631356	9638881	7526	Os01g0275600	AGO4A, OsAGO4a, AGO4-2	NA	NA	RAP-DB_curated_genes	Os01g0275600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000254	gene	NA	unspecified_trait	KGE_00000254	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9670760	9675834	5075	Os01g0276200	VDAC7, OsVDAC7, OSVDAC7, osvdac7, TOM40, OsTOM40	NA	NA	RAP-DB_curated_genes	Os01g0276200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000255	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000255	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9679828	9680883	1056	Os01g0276300	LEA1B, OsLEA1b, LEA1b, OsEnS-4	NA	NA	RAP-DB_curated_genes	Os01g0276300	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000256	gene	data_lt_2007__spkf	SPKF	KGE_00000256	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9694494	9699817	5324	Os01g0276700	OsPK5, PK5, PK	NA	NA	RAP-DB_curated_genes	Os01g0276700	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000257	gene	NA	TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance;TO:0000259 - heat tolerance	KGE_00000257	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9702793	9709686	6894	Os01g0276800	GAS2, Gas2, OsGAS2	NA	NA	RAP-DB_curated_genes	Os01g0276800	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000258	gene	NA	TO:0000137 - days to heading	KGE_00000258	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9733832	9738224	4393	Os01g0277500	OsDof4, Dof4, OsDof-4, Dof-4, OsDof3, Dof3	NA	NA	RAP-DB_curated_genes	Os01g0277500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000259	gene	NA	TO:0000303 - cold tolerance	KGE_00000259	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9770015	9771037	1023	Os01g0278000	VQ1, OsVQ1	NA	NA	RAP-DB_curated_genes	Os01g0278000	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000260	gene	NA	TO:0000293 - chlorophyll-a content;TO:0000326 - leaf color;TO:0002715 - chloroplast development trait;TO:0000316 - photosynthetic ability;TO:0000298 - chlorophyll ratio;TO:0000188 - drought sensitivity;TO:0000255 - sheath blight disease resistance;TO:0000295 - chlorophyll-b content	KGE_00000260	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9874379	9876678	2300	Os01g0279100	YL1, OsCRD, OsCRD1, CRD, CRD1, PNZIP, YGL8, YL-1, MTC, OsMTC, OsYGL8, OsPNZIP	NA	NA	RAP-DB_curated_genes	Os01g0279100	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000261	gene	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	KGE_00000261	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9878413	9885462	7050	Os01g0279200	CSN2, OsCSN2	NA	NA	RAP-DB_curated_genes	Os01g0279200	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000262	gene	NA	unspecified_trait	KGE_00000262	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9913390	9917265	3876	Os01g0279700	PT21, OsPHT4;1, OsPT21	NA	NA	RAP-DB_curated_genes	Os01g0279700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000263	gene	NA	unspecified_trait	KGE_00000263	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9917593	9921565	3973	Os01g0279800	NA	NA	NA	RAP-DB_curated_genes	Os01g0279800	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000264	gene	NA	TO:0000495 - chlorophyll content;TO:0000074 - blast disease;TO:0000175 - bacterial blight disease resistance;TO:0000172 - jasmonic acid sensitivity;TO:0000112 - disease resistance;TO:0000605 - hydrogen peroxide content;TO:0000259 - heat tolerance;TO:0000168 - abiotic stress trait;TO:0000276 - drought tolerance;TO:0000040 - panicle length;TO:0006001 - salt tolerance;TO:0000357 - growth and development trait;TO:0000615 - abscisic acid sensitivity;TO:0000316 - photosynthetic ability	KGE_00000264	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9928971	9935981	7011	Os01g0279900	BZIP3, OsTGA5, TGA5, OsbZIP3, OsHBP1b, HBP1b, OsbZIP03, OsTGA5/OsbZIP3, rTGA2.3	NA	NA	RAP-DB_curated_genes	Os01g0279900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000265	gene	NA	TO:0000161 - radiation response trait	KGE_00000265	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	9967185	9969073	1889	Os01g0280500	EIF6;2, Os-eIF6;2, eIF6;2, OseIF6.2, eIF6.2	NA	NA	RAP-DB_curated_genes	Os01g0280500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000266	gene	NA	unspecified_trait	KGE_00000266	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10099352	10102948	3597	Os01g0282800	TUB1, OsTUB1, TUBB1, OSTB-34	NA	NA	RAP-DB_curated_genes	Os01g0282800	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000267	gene	NA	TO:0000259 - heat tolerance;TO:0000315 - bacterial disease resistance;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0000439 - fungal disease resistance	KGE_00000267	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10167946	10168997	1052	Os01g0284500	GER4, OsGER4, OsGLP1-2, GLP1-2, OsGLP1-1, GLP1-1, OsCDP1.2, CDP1.2	NA	NA	RAP-DB_curated_genes	Os01g0284500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000268	gene	NA	TO:0000734 - grain length;TO:0000097 - amylopectin content;TO:0000399 - grain thickness;TO:0000487 - endosperm color;TO:0000590 - grain weight;TO:0000412 - setback viscosity;TO:0000409 - peak viscosity;TO:0000379 - cool paste viscosity;TO:0000408 - hot paste viscosity;TO:0000524 - submergence tolerance;TO:0000462 - gelatinization temperature;TO:0000211 - gel consistency;TO:0000196 - amylose content;TO:0000340 - total soluble sugar content;TO:0002653 - endosperm storage protein content;TO:0000382 - 1000-seed weight;TO:0000266 - chalky endosperm;TO:0000166 - gibberellic acid sensitivity	KGE_00000268	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10217782	10219691	1910	Os01g0285300	MYB61, OsMYB55, OsMYB55/61, MYB55, JMTF1, OsMYB61, OsMYB61a, MYB61a, Os2R_MYB5, 2R_MYB5, MYB2-6, OsMYB2-6	NA	NA	RAP-DB_curated_genes	Os01g0285300	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000269	gene	NA	TO:0002660 - cytokinin content;TO:0000557 - secondary branch number;TO:0000397 - grain size;TO:0000396 - grain yield;TO:0000590 - grain weight;TO:0000567 - tiller angle;TO:0000163 - auxin sensitivity	KGE_00000269	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10271157	10274304	3148	Os01g0286100	PIL15, OsPIL15, OsbHLH105, PIF3, OsPIF3	NA	NA	RAP-DB_curated_genes	Os01g0286100	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000270	gene	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	KGE_00000270	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10291889	10295449	3561	Os01g0286600	SPRL1, OsPPO1, PPO1, OsPPX, PPX, OsSPRL1, LMM8, OsLMM8	NA	NA	RAP-DB_curated_genes	Os01g0286600	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000271	gene	NA	TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000188 - drought sensitivity	KGE_00000271	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10470495	10479055	8561	Os01g0289600	WRKY9, OsWRKY9	NA	NA	RAP-DB_curated_genes	Os01g0289600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000272	gene	NA	TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000188 - drought sensitivity	KGE_00000272	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10472686	10473506	821	Os01g0289600	WRKY9, circ-WRKY9, WRKY9-88aa, OsWRKY9	NA	NA	RAP-DB_curated_genes	Os01g0289600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000273	gene	NA	TO:0000276 - drought tolerance;TO:0000495 - chlorophyll content	KGE_00000273	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10496869	10500943	4075	Os01g0290100	LCD1, OsLCD1	NA	NA	RAP-DB_curated_genes	Os01g0290100	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000274	gene	NA	TO:0000432 - temperature response trait	KGE_00000274	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10509032	10513400	4369	Os01g0290600	LCD2, OsLCD2, OsCS1, CS1	NA	NA	RAP-DB_curated_genes	Os01g0290600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000275	gene	NA	TO:0000576 - stem length;TO:0000731 - lignin content;TO:0000732 - lignin monomer content	KGE_00000275	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10561340	10565325	3986	Os01g0291500	PMT, OsPMT, OsPMT1, PMT1, OsAT4/OsPMT, OsAT4, AT4, OsAt4, OsAT4/PMT, OsAT4/PMT1, OsAT4/OsPMT1	NA	NA	RAP-DB_curated_genes	Os01g0291500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000276	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000276	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10622951	10627532	4582	Os01g0292200	CIPK01, CIPK1, OsCIPK01, OsCIPK1, OsSnRK3.3, SnRK3.3	NA	NA	RAP-DB_curated_genes	Os01g0292200	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000277	gene	NA	TO:0006005 - fructose content;TO:0002673 - amino acid content;TO:0000333 - sugar content;TO:0000281 - metabolite content related trait;TO:0006007 - polysaccharide content;TO:0006002 - proline content;TO:0002674 - tryptophan content;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000525 - sodium to potassium content ratio;TO:0000495 - chlorophyll content;TO:0000300 - glucose content	KGE_00000277	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10643287	10644848	1562	Os01g0292700	IF, OsIF, OsIFL, IFL	NA	NA	RAP-DB_curated_genes	Os01g0292700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000278	gene	NA	TO:0000021 - copper sensitivity	KGE_00000278	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10657543	10660137	2595	Os01g0293000	OsSAMS3, SAMS3, OsSAMS1, SAMS1, SAM2, SAM1	NA	NA	RAP-DB_curated_genes	Os01g0293000	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000279	gene	data_lt_2007__spkf	SPKF	KGE_00000279	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10664792	10666903	2112	Os01g0293100	BHLH142, OsbHLH142, bHLH142, TIP2, OsTIP2, TIP2/TDR/bHLH142	NA	NA	RAP-DB_curated_genes	Os01g0293100	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000280	gene	NA	unspecified_trait	KGE_00000280	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10822587	10827149	4563	Os01g0296100	GSK3, OsSK12, SK12, OsSK12/OsGSK3, OsGSK3	NA	NA	RAP-DB_curated_genes	Os01g0296100	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000281	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000281	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10830045	10831911	1867	Os01g0296200	PSL1, OsPGL13, PGL13, OsPSL1, OsPG1, PG1, LTN-212	NA	NA	RAP-DB_curated_genes	Os01g0296200	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000282	gene	NA	TO:0000074 - blast disease;TO:0000172 - jasmonic acid sensitivity	KGE_00000282	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10891810	10893684	1875	Os01g0297200	OsAAA-ATPase2	NA	NA	RAP-DB_curated_genes	Os01g0297200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000283	gene	NA	TO:0000524 - submergence tolerance	KGE_00000283	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	10934895	10935992	1098	Os01g0298400	2R_MYB6, Os2R_MYB6, OsMYB, MYB2-7, OsMYB2-7	NA	NA	RAP-DB_curated_genes	Os01g0298400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000284	gene	NA	TO:0002685 - crown root number;TO:0000470 - vascular tissue related trait;TO:0000552 - shoot dry weight;TO:0000492 - leaf shape;TO:0001009 - deep root number	KGE_00000284	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11167043	11174451	7409	Os01g0302500	OSH6, OsH6, HOS16	NA	NA	RAP-DB_curated_genes	Os01g0302500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000285	gene	NA	unspecified_trait	KGE_00000285	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11211855	11221413	9559	Os01g0303200	LTD1	NA	NA	RAP-DB_curated_genes	Os01g0303200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000286	gene	NA	TO:0000276 - drought tolerance	KGE_00000286	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11350507	11356863	6357	Os01g0305900	2R_MYB7, Os2R_MYB7, MYB2-8, OsMYB2-8	NA	NA	RAP-DB_curated_genes	Os01g0305900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000287	gene	NA	TO:0000253 - seed dormancy	KGE_00000287	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11378620	11380071	1452	Os01g0306400	DOG1L-1, OsDOG1L-3, OsDOG1L-1	NA	NA	RAP-DB_curated_genes	Os01g0306400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000288	gene	NA	TO:0000201 - panicle color;TO:0000326 - leaf color;TO:0000069 - variegated leaf;TO:0002715 - chloroplast development trait;TO:0000293 - chlorophyll-a content;TO:0000295 - chlorophyll-b content;TO:0000496 - carotenoid content;TO:0000289 - carotene content;TO:0002701 - lutein content	KGE_00000288	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11409812	11410381	570	Os01g0306650	WP3	NA	NA	RAP-DB_curated_genes	Os01g0306650	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000289	gene	NA	TO:0002657 - oxidative stress;TO:0000516 - relative root length;TO:0000605 - hydrogen peroxide content;TO:0000354 - aluminum sensitivity	KGE_00000289	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11412154	11421047	8894	Os01g0306800	ALR3, OsAlR3	NA	NA	RAP-DB_curated_genes	Os01g0306800	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000290	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000290	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11458956	11463442	4487	Os01g0307500	SKC1, OsHKT1;5, HKT1;5, OsHKT8, HKT8, Os-HKT1;5, qSKC-1(t), OsSKC1	NA	NA	RAP-DB_curated_genes	Os01g0307500	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000291	gene	NA	unspecified_trait	KGE_00000291	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11526651	11529893	3243	Os01g0308300	NA	NA	NA	RAP-DB_curated_genes	Os01g0308300	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000292	gene	NA	unspecified_trait	KGE_00000292	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11713650	11714674	1025	Os01g0311700	PMEI3, OsPMEI3	NA	NA	RAP-DB_curated_genes	Os01g0311700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000293	gene	NA	unspecified_trait	KGE_00000293	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11741335	11750757	9423	Os01g0312500	PME3, PME42, OsPME3	NA	NA	RAP-DB_curated_genes	Os01g0312500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000294	gene	NA	TO:0000074 - blast disease;TO:0000303 - cold tolerance	KGE_00000294	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11863682	11864412	731	Os01g0314800	LEA9, OsLEA9, qCTB1e, OsLEA5, LEA5	NA	NA	RAP-DB_curated_genes	Os01g0314800	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000295	gene	data_lt_2007__lsen	LSEN	KGE_00000295	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11906864	11910915	4052	Os01g0315800	UXS2, OsUXS2, UXS-2, Osl381, l381	NA	NA	RAP-DB_curated_genes	Os01g0315800	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000296	gene	NA	unspecified_trait	KGE_00000296	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	11958911	11964676	5766	Os01g0316600	RRM1-5, OsSR40, OsRRM1-5	NA	NA	RAP-DB_curated_genes	Os01g0316600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000297	gene	data_lt_2007__fla_repro	FLA_REPRO	KGE_00000297	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	12301586	12302556	971	Os01g0322700	MIR408, miR408, OsmiR408, osa-MIR408osa-miR408 osa-miR408-3p osa-miR408-5p, OsMIR408	NA	NA	RAP-DB_curated_genes	Os01g0322700	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000298	gene	NA	TO:0000496 - carotenoid content;TO:0000303 - cold tolerance;TO:0000293 - chlorophyll-a content;TO:0000326 - leaf color;TO:0002715 - chloroplast development trait;TO:0000295 - chlorophyll-b content;TO:0000495 - chlorophyll content;TO:0006001 - salt tolerance	KGE_00000298	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	12344403	12350966	6564	Os01g0323300	CAF2, OsCAF2	NA	NA	RAP-DB_curated_genes	Os01g0323300	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
