object_id	object_type	chrom	start	end	missingness_rate	callability_proxy	chr1_snp_coverage	window_coverage	variant_coverage	mappability_proxy	low_complexity_or_repeat_proxy	database_detectability_proxy	detectability_score	detectability_fields_available	notes	pipeline_version
OBJ_GENE_00000166	gene	1	5814827	5819207	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000167	gene	1	5890605	5898131	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000168	gene	1	5899561	5909560	unavailable	chr1_snp_variant_coverage	15	3	15	unavailable	unavailable	0.219722	0.600601	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000169	gene	1	5968819	5972489	unavailable	chr1_snp_variant_coverage	12	2	12	unavailable	unavailable	0.219722	0.561203	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000170	gene	1	6005040	6007163	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000171	gene	1	6017745	6022156	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000172	gene	1	6139513	6142124	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000173	gene	1	6221640	6224242	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000174	gene	1	6278520	6283559	unavailable	chr1_snp_variant_coverage	6	2	6	unavailable	unavailable	0.219722	0.476065	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000175	gene	1	6444246	6456068	unavailable	chr1_snp_variant_coverage	5	3	5	unavailable	unavailable	0.219722	0.476065	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000176	gene	1	6494516	6499766	unavailable	chr1_snp_variant_coverage	8	2	8	unavailable	unavailable	0.219722	0.50951	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000177	gene	1	6507368	6514640	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000178	gene	1	6528797	6531845	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000179	gene	1	6541008	6543076	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000180	gene	1	6564697	6568140	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000181	gene	1	6626040	6630462	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000182	gene	1	6659237	6662320	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000183	gene	1	6710757	6714433	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000184	gene	1	6722205	6722600	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000185	gene	1	6766511	6770164	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000186	gene	1	6774202	6776856	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000187	gene	1	6781758	6786465	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000188	gene	1	6787094	6789730	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000189	gene	1	6790651	6793338	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000190	gene	1	6857345	6860952	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000191	gene	1	6922127	6922762	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000192	gene	1	6967617	6970152	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000193	gene	1	7009033	7010505	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000194	gene	1	7024297	7030591	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000195	gene	1	7038103	7042925	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000196	gene	1	7081736	7085798	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000197	gene	1	7100073	7103266	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000198	gene	1	7100984	7103159	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000199	gene	1	7157780	7164385	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000200	gene	1	7164735	7167377	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000201	gene	1	7216513	7225127	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000202	gene	1	7249771	7253688	unavailable	chr1_snp_variant_coverage	0	3	0	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000203	gene	1	7265286	7271209	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000204	gene	1	7278745	7280241	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000205	gene	1	7385895	7388164	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000206	gene	1	7400509	7404310	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000207	gene	1	7450936	7453683	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000208	gene	1	7495121	7498347	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000209	gene	1	7571236	7576792	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000210	gene	1	7578100	7582923	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000211	gene	1	7686901	7693781	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000212	gene	1	7718270	7722217	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000213	gene	1	7739074	7742756	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000214	gene	1	7817704	7818394	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000215	gene	1	7903390	7904914	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000216	gene	1	8191077	8192462	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000217	gene	1	8196083	8197096	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000218	gene	1	8291337	8296089	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000219	gene	1	8329791	8333933	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000220	gene	1	8334519	8338574	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000221	gene	1	8379953	8380986	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000222	gene	1	8382115	8387230	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000223	gene	1	8413916	8418925	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000224	gene	1	8420995	8430280	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000225	gene	1	8475504	8479452	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000226	gene	1	8560625	8569629	unavailable	chr1_snp_variant_coverage	6	2	6	unavailable	unavailable	0.219722	0.476065	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000227	gene	1	8570880	8574555	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000228	gene	1	8586157	8586941	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000229	gene	1	8593792	8599448	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000230	gene	1	8627878	8629136	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000231	gene	1	8657066	8658466	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000232	gene	1	8659413	8664796	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000233	gene	1	8718704	8720961	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000234	gene	1	8747124	8755448	unavailable	chr1_snp_variant_coverage	2	3	2	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000235	gene	1	8759419	8763457	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000236	gene	1	8767828	8773510	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000237	gene	1	8792650	8797358	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000238	gene	1	8885632	8892462	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000239	gene	1	8949337	8951088	unavailable	chr1_snp_variant_coverage	1	3	1	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000240	gene	1	9004101	9008221	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000241	gene	1	9018144	9019762	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000242	gene	1	9024970	9028874	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000243	gene	1	9063968	9066786	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000244	gene	1	9166370	9169867	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000245	gene	1	9179218	9181984	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000246	gene	1	9195546	9198962	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000247	gene	1	9306089	9309845	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000248	gene	1	9313655	9318659	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
