object_id	object_type	gene_id	gene_symbol	chrom	start	end	annotation_record_count	external_knowledge_hit_count	known_gene_proximity	database_source_count	trait_evidence_count	annotation_richness_score	literature_bias_proxy	research_bias_score	research_bias_fields_available	notes	pipeline_version
OBJ_GENE_00000252	gene	Os01g0274800	CSA, csa, OsCSA, MYB2-5, OsMYB2-5	1	9567528	9569192	1	43	0	1	24	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.47858	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000253	gene	Os01g0275600	AGO4A, OsAGO4a, AGO4-2	1	9631356	9638881	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000254	gene	Os01g0276200	VDAC7, OsVDAC7, OSVDAC7, osvdac7, TOM40, OsTOM40	1	9670760	9675834	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000255	gene	Os01g0276300	LEA1B, OsLEA1b, LEA1b, OsEnS-4	1	9679828	9680883	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000256	gene	Os01g0276700	OsPK5, PK5, PK	1	9694494	9699817	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000257	gene	Os01g0276800	GAS2, Gas2, OsGAS2	1	9702793	9709686	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000258	gene	Os01g0277500	OsDof4, Dof4, OsDof-4, Dof-4, OsDof3, Dof3	1	9733832	9738224	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000259	gene	Os01g0278000	VQ1, OsVQ1	1	9770015	9771037	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000260	gene	Os01g0279100	YL1, OsCRD, OsCRD1, CRD, CRD1, PNZIP, YGL8, YL-1, MTC, OsMTC, OsYGL8, OsPNZIP	1	9874379	9876678	1	11	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000261	gene	Os01g0279200	CSN2, OsCSN2	1	9878413	9885462	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000262	gene	Os01g0279700	PT21, OsPHT4;1, OsPT21	1	9913390	9917265	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000263	gene	Os01g0279800	NA	1	9917593	9921565	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000264	gene	Os01g0279900	BZIP3, OsTGA5, TGA5, OsbZIP3, OsHBP1b, HBP1b, OsbZIP03, OsTGA5/OsbZIP3, rTGA2.3	1	9928971	9935981	1	34	0	1	19	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.451365	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000265	gene	Os01g0280500	EIF6;2, Os-eIF6;2, eIF6;2, OseIF6.2, eIF6.2	1	9967185	9969073	1	4	0	1	4	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000266	gene	Os01g0282800	TUB1, OsTUB1, TUBB1, OSTB-34	1	10099352	10102948	1	7	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000267	gene	Os01g0284500	GER4, OsGER4, OsGLP1-2, GLP1-2, OsGLP1-1, GLP1-1, OsCDP1.2, CDP1.2	1	10167946	10168997	1	26	0	1	19	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.420912	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000268	gene	Os01g0285300	MYB61, OsMYB55, OsMYB55/61, MYB55, JMTF1, OsMYB61, OsMYB61a, MYB61a, Os2R_MYB5, 2R_MYB5, MYB2-6, OsMYB2-6	1	10217782	10219691	1	14	0	1	14	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.354152	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000269	gene	Os01g0286100	PIL15, OsPIL15, OsbHLH105, PIF3, OsPIF3	1	10271157	10274304	1	47	0	1	21	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.489003	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000270	gene	Os01g0286600	SPRL1, OsPPO1, PPO1, OsPPX, PPX, OsSPRL1, LMM8, OsLMM8	1	10291889	10295449	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000271	gene	Os01g0289600	WRKY9, OsWRKY9	1	10470495	10479055	1	4	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000272	gene	Os01g0289600	WRKY9, circ-WRKY9, WRKY9-88aa, OsWRKY9	1	10472686	10473506	1	4	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000273	gene	Os01g0290100	LCD1, OsLCD1	1	10496869	10500943	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000274	gene	Os01g0290600	LCD2, OsLCD2, OsCS1, CS1	1	10509032	10513400	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000275	gene	Os01g0291500	PMT, OsPMT, OsPMT1, PMT1, OsAT4/OsPMT, OsAT4, AT4, OsAt4, OsAT4/PMT, OsAT4/PMT1, OsAT4/OsPMT1	1	10561340	10565325	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000276	gene	Os01g0292200	CIPK01, CIPK1, OsCIPK01, OsCIPK1, OsSnRK3.3, SnRK3.3	1	10622951	10627532	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000277	gene	Os01g0292700	IF, OsIF, OsIFL, IFL	1	10643287	10644848	1	23	0	1	13	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.407262	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000278	gene	Os01g0293000	OsSAMS3, SAMS3, OsSAMS1, SAMS1, SAM2, SAM1	1	10657543	10660137	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000279	gene	Os01g0293100	BHLH142, OsbHLH142, bHLH142, TIP2, OsTIP2, TIP2/TDR/bHLH142	1	10664792	10666903	1	39	0	1	18	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.467209	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000280	gene	Os01g0296100	GSK3, OsSK12, SK12, OsSK12/OsGSK3, OsGSK3	1	10822587	10827149	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000281	gene	Os01g0296200	PSL1, OsPGL13, PGL13, OsPSL1, OsPG1, PG1, LTN-212	1	10830045	10831911	1	20	0	1	16	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.391937	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000282	gene	Os01g0297200	OsAAA-ATPase2	1	10891810	10893684	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000283	gene	Os01g0298400	2R_MYB6, Os2R_MYB6, OsMYB, MYB2-7, OsMYB2-7	1	10934895	10935992	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000284	gene	Os01g0302500	OSH6, OsH6, HOS16	1	11167043	11174451	1	8	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.299737	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000285	gene	Os01g0303200	LTD1	1	11211855	11221413	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000286	gene	Os01g0305900	2R_MYB7, Os2R_MYB7, MYB2-8, OsMYB2-8	1	11350507	11356863	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000287	gene	Os01g0306400	DOG1L-1, OsDOG1L-3, OsDOG1L-1	1	11378620	11380071	1	24	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.41198	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000288	gene	Os01g0306650	WP3	1	11409812	11410381	1	6	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.274653	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000289	gene	Os01g0306800	ALR3, OsAlR3	1	11412154	11421047	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000290	gene	Os01g0307500	SKC1, OsHKT1;5, HKT1;5, OsHKT8, HKT8, Os-HKT1;5, qSKC-1(t), OsSKC1	1	11458956	11463442	1	71	0	1	22	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.538008	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000291	gene	Os01g0308300	NA	1	11526651	11529893	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000292	gene	Os01g0311700	PMEI3, OsPMEI3	1	11713650	11714674	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000293	gene	Os01g0312500	PME3, PME42, OsPME3	1	11741335	11750757	1	4	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000294	gene	Os01g0314800	LEA9, OsLEA9, qCTB1e, OsLEA5, LEA5	1	11863682	11864412	1	7	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000295	gene	Os01g0315800	UXS2, OsUXS2, UXS-2, Osl381, l381	1	11906864	11910915	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000296	gene	Os01g0316600	RRM1-5, OsSR40, OsRRM1-5	1	11958911	11964676	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000297	gene	Os01g0322700	MIR408, miR408, OsmiR408, osa-MIR408osa-miR408 osa-miR408-3p osa-miR408-5p, OsMIR408	1	12301586	12302556	1	24	0	1	19	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.41198	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000298	gene	Os01g0323300	CAF2, OsCAF2	1	12344403	12350966	1	11	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000299	gene	Os01g0323600	SAMS2, OsSAMS2, OsSAM2, SAM2, OS-SAMS2	1	12363841	12366314	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000300	gene	Os01g0330200	OsCP16	1	12745559	12747074	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000301	gene	Os01g0330300	OsCP19	1	12751903	12753388	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000302	gene	Os01g0332200	GA2OX2, OsGA2ox2, ga2ox 2, OsGA2ox-2	1	12875498	12885479	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000303	gene	Os01g0335700	NA	1	13142060	13144941	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000304	gene	Os01g0337100	TPS44, OsTPS1, TPS1, OsTPS44	1	13211920	13218746	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000305	gene	Os01g0337900	LPD2, OsLPD2, ptPDC-E3, OsptPDC-E3	1	13272614	13282008	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000306	gene	Os01g0338000	SAR1A, OsSar1a, Sar1a, OsARL1e, ARL1e, OsSar1b, Sar1b	1	13286103	13288360	1	7	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000307	gene	Os01g0343200	OsIM&alpha;1b, IMPA1B, rImpa1b, Impa1b, OsIMalpha1b, IMalpha1b	1	13560832	13566870	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000308	gene	Os01g0343300	GATA8, OsGATA8, OsGATA14, GATA14, OsGATA8a, OsGATA8b, DLN10, OsDLN10	1	13570702	13573119	1	18	0	1	14	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.380565	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000309	gene	Os01g0346900	HAP5I, NF-YC10, OsNF-YC10, OsEnS-5, OsHAP5I, NFYC10	1	13788467	13789890	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000310	gene	Os01g0347500	OsCP14	1	13837916	13839366	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000311	gene	Os01g0347600	OsCP25	1	13842272	13843744	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000312	gene	Os01g0348900	SALT, OsJRL, JRL, OsMBL1, MBL1, OsSalt, salT*(sal1), sal1, SalT1*, SalT, Sal1, ML, OsSalT, Osl43, OsL43, OsJRL01, JRL01, OsJRL1, JRL1	1	13903285	13904626	1	21	0	1	14	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.397257	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000313	gene	Os01g0350900	VIP2, IPI1, RIP1, OsVIP2, OsIPI1, OsRIP1, OsRING103, RING103	1	14012515	14019465	1	11	0	1	9	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000314	gene	Os01g0353400	GSTF11, OsGST4, OsGSTF11	1	14167662	14168570	1	7	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000315	gene	Os01g0355900	ELS1, OsELS1, OsELS1.1	1	14328827	14333206	1	5	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000316	gene	Os01g0355900	ELS1, OsELS1, OsELS1.2	1	14328622	14333284	1	5	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000317	gene	Os01g0355900	ELS1, OsELS1, OsELS1.3	1	14330040	14333284	1	5	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000318	gene	Os01g0356900	PEX3, OsPEX3	1	14437890	14439688	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000319	gene	Os01g0356951	ESP, OsESP	1	14444478	14445110	1	6	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.274653	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
