candidate_pool_id	object_id	trait_id	object_type	candidate_object_id	candidate_object_type	candidate_chrom	candidate_start	candidate_end	candidate_length	same_chrom	position_bin	position_distance	gene_density_object	gene_density_candidate	variant_density_object	variant_density_candidate	annotation_richness_object	annotation_richness_candidate	evidence_source_coverage_object	evidence_source_coverage_candidate	database_detectability_object	database_detectability_candidate	interval_length_object	interval_length_candidate	chr1_snp_window_coverage_object	chr1_snp_window_coverage_candidate	chr1_snp_variant_coverage_object	chr1_snp_variant_coverage_candidate	candidate_pool_status	candidate_exclusion_reason	notes	pipeline_version
CP_000000143	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC9267869	gene	1	1497240	1500609	3370	true	chr1:1Mb->chr1:1Mb	14861	423	424	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	3370	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000144	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03640	gene	1	1497240	1500609	3370	true	chr1:1Mb->chr1:1Mb	14861	423	424	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	3370	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000145	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0126600	gene	1	1446849	1450473	3625	true	chr1:1Mb->chr1:1Mb	65124	423	410	2	0	1.5	1.5	3	2	0.219722	0.219722	1295	3625	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000146	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325984	gene	1	1490473	1493412	2940	true	chr1:1Mb->chr1:1Mb	21843	423	421	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	2940	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000147	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127100	gene	1	1490993	1492680	1688	true	chr1:1Mb->chr1:1Mb	21949	423	421	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	1688	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000148	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03630	gene	1	1490473	1492684	2212	true	chr1:1Mb->chr1:1Mb	22207	423	421	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	2212	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000149	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325991	gene	1	1534077	1539624	5548	true	chr1:1Mb->chr1:1Mb	23065	423	425	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	5548	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000150	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127900	gene	1	1534135	1539601	5467	true	chr1:1Mb->chr1:1Mb	23083	423	425	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	5467	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000151	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0128000	gene	1	1549241	1551011	1771	true	chr1:1Mb->chr1:1Mb	75740	444	429	1	0	1.5	1.5	3	3	0.219722	0.219722	1416	1771	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000152	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0128300	gene	1	1569644	1570940	1297	true	chr1:1Mb->chr1:1Mb	55574	444	437	1	0	1.5	1.5	3	3	0.219722	0.219722	1416	1297	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000153	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0127200	gene	1	1497241	1500606	3366	true	chr1:1Mb->chr1:1Mb	126943	444	424	1	0	1.5	1.5	3	3	0.219722	0.219722	1416	3366	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000154	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0130200	gene	1	1685427	1685810	384	true	chr1:1Mb->chr1:1Mb	59752	444	429	1	0	1.5	1.5	3	2	0.219722	0.219722	1416	384	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000155	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0127000	gene	1	1490494	1492684	2191	true	chr1:1Mb->chr1:1Mb	134277	444	421	1	0	1.5	1.5	3	3	0.219722	0.219722	1416	2191	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000156	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0127500	gene	1	1513138	1514432	1295	true	chr1:1Mb->chr1:1Mb	112081	444	423	1	0	1.5	1.5	3	3	0.219722	0.219722	1416	1295	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000157	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03840	gene	1	1625159	1626771	1613	true	chr1:1Mb->chr1:1Mb	99	444	444	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1613	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000158	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC9269702	gene	1	1623973	1626941	2969	true	chr1:1Mb->chr1:1Mb	409	444	444	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	2969	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000159	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0128800	gene	1	1598995	1605729	6735	true	chr1:1Mb->chr1:1Mb	23504	444	441	1	0	1.5	1.5	3	1	0.219722	0.219722	1416	6735	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000160	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0129600	gene	1	1657306	1658388	1083	true	chr1:1Mb->chr1:1Mb	31981	444	444	1	0	1.5	1.5	3	1	0.219722	0.219722	1416	1083	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000161	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0130000	gene	1	1673607	1677066	3460	true	chr1:1Mb->chr1:1Mb	49470	444	436	1	0	1.5	1.5	3	2	0.219722	0.219722	1416	3460	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000162	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0132800	gene	1	1813011	1817601	4591	true	chr1:1Mb->chr1:1Mb	189440	444	436	1	0	1.5	1.5	3	4	0.219722	0.219722	1416	4591	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000163	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03830	gene	1	1608984	1617905	8922	true	chr1:1Mb->chr1:1Mb	12422	444	443	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	8922	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000164	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03860	gene	1	1638107	1639036	930	true	chr1:1Mb->chr1:1Mb	12705	444	447	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	930	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000165	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0129550	gene	1	1641526	1642777	1252	true	chr1:1Mb->chr1:1Mb	16285	444	448	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1252	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000166	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0129500	gene	1	1641272	1644151	2880	true	chr1:1Mb->chr1:1Mb	16845	444	448	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	2880	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000167	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03870	gene	1	1641234	1644237	3004	true	chr1:1Mb->chr1:1Mb	16869	444	448	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	3004	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000168	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC4325971	gene	1	1641270	1644252	2983	true	chr1:1Mb->chr1:1Mb	16895	444	448	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	2983	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000169	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03880	gene	1	1647158	1647415	258	true	chr1:1Mb->chr1:1Mb	21420	444	447	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	258	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000170	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC4325968	gene	1	1597825	1605741	7917	true	chr1:1Mb->chr1:1Mb	24083	444	440	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	7917	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000171	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03820	gene	1	1597486	1604610	7125	true	chr1:1Mb->chr1:1Mb	24818	444	440	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	7125	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000172	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03890	gene	1	1657315	1658388	1074	true	chr1:1Mb->chr1:1Mb	31985	444	444	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1074	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000173	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03810	gene	1	1597486	1598510	1025	true	chr1:1Mb->chr1:1Mb	27868	444	439	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1025	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000174	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0128700	gene	1	1597486	1598510	1025	true	chr1:1Mb->chr1:1Mb	27868	444	439	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1025	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000175	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC4325972	gene	1	1657253	1658674	1422	true	chr1:1Mb->chr1:1Mb	32097	444	444	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1422	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000176	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC107279845	gene	1	1596475	1597634	1160	true	chr1:1Mb->chr1:1Mb	28812	444	439	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1160	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000177	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC107280787	gene	1	1594564	1596159	1596	true	chr1:1Mb->chr1:1Mb	30505	444	439	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	1596	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000178	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03800	gene	1	1593624	1596159	2536	true	chr1:1Mb->chr1:1Mb	30975	444	439	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	2536	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000179	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_Os01g0128200	gene	1	1566147	1569467	3321	true	chr1:1Mb->chr1:1Mb	58059	444	439	1	0	1.5	1.5	3	1	0.219722	0.219722	1416	3321	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000180	OBJ_GENE_00000051	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03790	gene	1	1592575	1592979	405	true	chr1:1Mb->chr1:1Mb	33089	444	439	1	0	1.5	1.5	3	0	0.219722	0.219722	1416	405	2	0	1	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000181	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0132000	gene	1	1760310	1761065	756	true	chr1:1Mb->chr1:1Mb	13257	422	421	0	0	1.5	1.5	3	2	0.219722	0.219722	2026	756	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000182	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0132100	gene	1	1765034	1768669	3636	true	chr1:1Mb->chr1:1Mb	19421	422	419	0	0	1.5	1.5	3	2	0.219722	0.219722	2026	3636	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000183	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0131900	gene	1	1757812	1758730	919	true	chr1:1Mb->chr1:1Mb	10841	422	421	0	0	1.5	1.5	3	1	0.219722	0.219722	2026	919	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000184	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0132200	gene	1	1771497	1772410	914	true	chr1:1Mb->chr1:1Mb	24523	422	422	0	0	1.5	1.5	3	1	0.219722	0.219722	2026	914	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000185	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC4325981	gene	1	1746407	1748446	2040	true	chr1:1Mb->chr1:1Mb	4	422	422	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	2040	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000186	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0131450	gene	1	1746447	1748328	1882	true	chr1:1Mb->chr1:1Mb	43	422	422	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	1882	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000187	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04020	gene	1	1746418	1748549	2132	true	chr1:1Mb->chr1:1Mb	53	422	422	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	2132	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000188	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0131800	gene	1	1754374	1757590	3217	true	chr1:1Mb->chr1:1Mb	8552	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	3217	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000189	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC4325792	gene	1	1754326	1757676	3351	true	chr1:1Mb->chr1:1Mb	8571	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	3351	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000190	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04030	gene	1	1754332	1757728	3397	true	chr1:1Mb->chr1:1Mb	8600	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	3397	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000191	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC4325793	gene	1	1757690	1758829	1140	true	chr1:1Mb->chr1:1Mb	10829	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	1140	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000192	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04040	gene	1	1757812	1758730	919	true	chr1:1Mb->chr1:1Mb	10841	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	919	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000193	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0131300	gene	1	1738868	1739820	953	true	chr1:1Mb->chr1:1Mb	8086	422	425	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	953	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000194	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC4325980	gene	1	1738848	1739803	956	true	chr1:1Mb->chr1:1Mb	8105	422	425	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	956	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000195	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04050	gene	1	1760140	1761135	996	true	chr1:1Mb->chr1:1Mb	13207	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	996	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000196	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC4325794	gene	1	1760202	1761130	929	true	chr1:1Mb->chr1:1Mb	13236	422	421	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	929	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000197	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0133400	gene	1	1843817	1849094	5278	true	chr1:1Mb->chr1:1Mb	99025	422	419	0	0	1.5	1.5	3	3	0.219722	0.219722	2026	5278	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000198	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04010	gene	1	1738965	1739492	528	true	chr1:1Mb->chr1:1Mb	8202	422	427	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	528	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000199	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04005	gene	1	1733867	1738307	4441	true	chr1:1Mb->chr1:1Mb	11343	422	427	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	4441	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000200	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0131250	gene	1	1733867	1738307	4441	true	chr1:1Mb->chr1:1Mb	11343	422	427	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	4441	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000201	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04080	gene	1	1771369	1772410	1042	true	chr1:1Mb->chr1:1Mb	24459	422	422	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	1042	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000202	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC4325796	gene	1	1771408	1772468	1061	true	chr1:1Mb->chr1:1Mb	24508	422	422	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	1061	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000203	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04070	gene	1	1765034	1768669	3636	true	chr1:1Mb->chr1:1Mb	19421	422	419	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	3636	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000204	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0132050	gene	1	1764784	1770260	5477	true	chr1:1Mb->chr1:1Mb	20092	422	419	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	5477	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000205	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0130400	gene	1	1698203	1703090	4888	true	chr1:1Mb->chr1:1Mb	46784	422	428	0	0	1.5	1.5	3	1	0.219722	0.219722	2026	4888	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000206	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g04000	gene	1	1731553	1731945	393	true	chr1:1Mb->chr1:1Mb	15681	422	429	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	393	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000207	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_TRNAT-AGU	gene	1	1775494	1775567	74	true	chr1:1Mb->chr1:1Mb	28100	422	425	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	74	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000208	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03989	gene	1	1718965	1719370	406	true	chr1:1Mb->chr1:1Mb	28263	422	425	0	0	1.5	1.5	3	0	0.219722	0.219722	2026	406	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000209	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0132700	gene	1	1787870	1791456	3587	true	chr1:1Mb->chr1:1Mb	42233	422	434	0	0	1.5	1.5	3	1	0.219722	0.219722	2026	3587	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000210	OBJ_GENE_00000052	data_lt_2007__spkf	gene	GENE_BG_Os01g0130000	gene	1	1673607	1677066	3460	true	chr1:1Mb->chr1:1Mb	72094	422	436	0	0	1.5	1.5	3	2	0.219722	0.219722	2026	3460	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000211	OBJ_GENE_00000062	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0140400	gene	1	2131013	2137293	6281	true	chr1:2Mb->chr1:2Mb	12749	425	424	0	0	1.5	1.5	3	2	0.219722	0.219722	1832	6281	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000212	OBJ_GENE_00000062	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0140700	gene	1	2154326	2155994	1669	true	chr1:2Mb->chr1:2Mb	33756	425	428	0	0	1.5	1.5	3	2	0.219722	0.219722	1832	1669	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000213	OBJ_GENE_00000062	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0140500	gene	1	2137800	2138539	740	true	chr1:2Mb->chr1:2Mb	16765	425	427	0	0	1.5	1.5	3	1	0.219722	0.219722	1832	740	2	0	0	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
